Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000166295,792,287,1566,2059,3065,1770,852,275
ENSG00000166311,330,119,1833,1458,2284,2151,392,140
ENSG00000166313,284,99,99,145,378,153,284,103
ENSG00000166317,1,0,41,8,25,37,1,0
ENSG00000166321,209,82,219,192,211,278,179,70
ENSG00000166323,17,6,237,413,486,231,19,6
ENSG00000166326,2057,710,6607,7382,8146,7861,1625,481
ENSG00000166329,0,0,0,0,0,0,0,0
ENSG00000166333,30,18,90,39,68,100,64,19
ENSG00000166337,104,39,317,264,286,361,108,32
ENSG00000166340,2765,920,4758,6181,7942,4706,2947,1192
ENSG00000166341,3,1,23,13,45,16,3,2
ENSG00000166342,40,12,13282,9157,8958,14818,22,9
ENSG00000166343,100,39,35,45,48,49,89,41
ENSG00000166347,649,268,6379,4541,7102,6784,482,155
ENSG00000166348,1358,488,10317,11447,12638,12591,1019,337
ENSG00000166349,37,16,28,26,25,27,35,13
ENSG00000166351,0,0,0,0,0,0,0,0
ENSG00000166352,265,90,250,493,530,382,206,76
ENSG00000166359,7,3,21,22,49,23,2,2
ENSG00000166363,0,0,0,0,0,0,0,0
ENSG00000166368,1,0,0,0,0,0,0,0
ENSG00000166377,219,87,489,469,535,539,258,75
ENSG00000166387,193,71,4255,3386,4706,5092,78,28
ENSG00000166391,0,0,336,187,191,390,0,0
ENSG00000166394,244,99,356,99,121,337,212,79
ENSG00000166396,367,137,1,4,3,4,509,162
ENSG00000166398,155,58,2149,1051,1327,2345,163,54
ENSG00000166401,1732,572,135,147,163,131,2312,759
ENSG00000166402,474,146,2453,2000,2192,2991,359,123
ENSG00000166405,5,8,478,440,548,608,4,3
ENSG00000166407,2,1,13,7,8,9,3,3
ENSG00000166408,0,0,0,0,0,0,0,0
ENSG00000166411,554,217,824,1128,1292,1116,442,117
ENSG00000166415,330,113,734,1326,1320,856,384,142
ENSG00000166426,505,140,1,4,3,0,189,60
ENSG00000166428,1,0,4,4,5,1,1,1
ENSG00000166432,61,21,787,1050,1078,812,45,13
ENSG00000166435,300,141,212,326,460,287,283,96
ENSG00000166436,282,93,1152,1500,1700,1304,156,79
ENSG00000166439,1750,622,927,907,980,986,1961,606
ENSG00000166441,7308,2700,27505,37225,53179,31916,6548,2185
ENSG00000166444,207,77,678,523,750,694,162,67
ENSG00000166446,310,120,3668,1889,2284,4488,459,146
ENSG00000166448,0,0,2,2,2,1,1,0
ENSG00000166450,189,65,149,271,306,175,105,56
ENSG00000166451,728,250,3339,4216,4560,4291,702,242
ENSG00000166452,66,31,687,765,1043,761,53,28
ENSG00000166454,2203,762,10754,6979,7059,12988,1975,656
ENSG00000166455,2,0,1,3,3,0,1,0
ENSG00000166471,596,233,2368,2215,2661,2578,726,242
ENSG00000166473,84,20,8,12,16,25,126,52
ENSG00000166477,435,171,8096,8277,9363,8979,488,145
ENSG00000166478,88,24,2180,1775,1845,2639,98,29
ENSG00000166479,1040,365,2235,2226,2160,2667,1217,399
ENSG00000166482,22,5,39,28,29,37,23,6
ENSG00000166483,945,369,1727,1690,1723,1951,1053,423
ENSG00000166484,225,98,1385,464,735,1529,413,173
ENSG00000166492,0,0,4,1,2,3,0,2
ENSG00000166501,2,0,0,0,0,0,1,0
ENSG00000166503,1797,624,1511,991,1314,1461,1598,522
ENSG00000166507,77,19,43,23,29,67,60,23
ENSG00000166508,1096,366,4892,6316,6220,6428,806,248
ENSG00000166509,0,0,0,0,0,0,0,0
ENSG00000166510,146,57,1,0,0,0,206,51
ENSG00000166523,0,0,0,0,0,0,0,0
ENSG00000166526,836,310,2218,1603,2061,2491,826,302
ENSG00000166527,0,0,0,0,0,0,0,1
ENSG00000166529,66,32,124,129,152,152,44,15
ENSG00000166530,0,0,0,0,0,0,0,0
ENSG00000166532,410,153,1374,1614,1618,1463,320,140
ENSG00000166535,0,0,70,172,163,69,0,0
ENSG00000166546,39,9,24,26,17,22,36,13
ENSG00000166548,204,61,629,749,979,753,154,61
ENSG00000166557,381,145,4051,2602,4594,4766,308,113
ENSG00000166558,0,0,1,0,1,0,1,0
ENSG00000166562,1240,438,9688,11963,12989,10995,1180,358
ENSG00000166569,0,0,4,3,3,3,5,0
ENSG00000166573,0,0,0,0,0,0,1,0
ENSG00000166575,532,198,1242,1711,1791,1484,612,201
ENSG00000166578,44,22,231,206,283,239,30,13
ENSG00000166579,1303,405,4142,3785,4280,4537,1409,405
ENSG00000166582,25,12,233,198,264,255,25,15
ENSG00000166589,0,0,2,0,0,1,0,0
ENSG00000166592,7,5,7,8,5,1,12,0
ENSG00000166595,562,226,862,955,1689,1060,315,134
ENSG00000166596,16,6,52,77,79,83,12,5
ENSG00000166598,18591,6792,55090,80292,87949,62257,19451,7116
ENSG00000166603,2,0,0,0,0,0,0,0
ENSG00000166619,1567,605,2543,1629,2258,2854,2445,820
ENSG00000166634,0,0,0,0,0,0,0,0
ENSG00000166664,3,0,0,0,1,0,0,0
ENSG00000166669,239,62,0,6,3,0,145,41
ENSG00000166670,3,0,28,24,70,30,8,5
ENSG00000166676,9,5,35,15,24,17,10,2
ENSG00000166681,1379,497,8455,9701,12522,9818,1100,381
ENSG00000166682,4,2,9,1,8,11,1,1
ENSG00000166685,1026,384,869,1095,1304,1067,707,287
ENSG00000166689,471,185,1099,925,1196,1114,479,157
ENSG00000166693,0,0,0,0,0,0,0,0
ENSG00000166704,284,92,1101,1055,1126,1278,303,117
ENSG00000166707,22,8,46,10,21,64,12,5
ENSG00000166710,7330,2619,8752,9873,11902,10588,7758,2471
ENSG00000166716,821,308,2929,1577,1941,3119,973,329
ENSG00000166734,1957,665,6829,7978,8371,7772,2080,687
ENSG00000166736,3,1,22,12,8,13,2,0
ENSG00000166741,1268,467,69,65,98,90,709,223
ENSG00000166743,0,0,226,251,318,245,0,0
ENSG00000166747,2718,975,6887,7450,8185,8070,2959,907
ENSG00000166750,621,208,1859,1922,2260,1932,508,147
ENSG00000166762,20,7,201,181,227,183,12,1
ENSG00000166763,0,0,5,5,0,3,0,0
ENSG00000166770,98,31,1329,1665,1877,1495,79,26
ENSG00000166780,107,40,153,108,267,138,119,31
ENSG00000166783,160,64,2368,2321,2770,2698,136,43
ENSG00000166787,0,0,0,0,0,0,0,0
ENSG00000166788,165,54,515,594,744,519,136,33
ENSG00000166793,76,34,7,2,0,13,76,43
ENSG00000166794,1760,817,3942,5833,7488,5270,1966,641
ENSG00000166796,0,0,1,0,0,0,0,0
ENSG00000166797,235,61,1219,1587,1667,1301,180,74
ENSG00000166800,7,3,5,2,5,9,7,0
ENSG00000166801,2653,919,6345,10757,11206,7316,2303,764
ENSG00000166803,192,63,285,551,640,321,267,63
ENSG00000166813,65,26,97,98,117,156,45,19
ENSG00000166816,31,8,608,847,980,742,23,20
ENSG00000166819,16,11,82,31,28,80,22,10
ENSG00000166821,316,134,927,791,971,1066,399,148
ENSG00000166822,742,243,1193,902,1147,1323,778,259
ENSG00000166823,58,30,149,201,331,227,36,17
ENSG00000166825,503,169,11,8,9,10,688,259
ENSG00000166828,109,57,727,76,91,618,1475,727
ENSG00000166831,60,23,277,79,129,228,55,10
ENSG00000166833,660,270,87,72,112,108,618,281
ENSG00000166839,46,14,136,172,256,204,19,8
ENSG00000166840,11,2,6127,10523,11648,6975,11,4
ENSG00000166845,454,171,430,479,395,470,491,159
ENSG00000166847,1256,442,2794,3056,3621,3485,1064,395
ENSG00000166848,1453,486,10961,12183,15890,11717,1368,477
ENSG00000166851,1646,628,2343,2533,3070,2862,1861,633
ENSG00000166855,237,86,2385,2486,2542,2860,236,74
ENSG00000166856,6,4,8,6,6,8,4,1
ENSG00000166860,641,248,1024,805,1035,1230,472,169
ENSG00000166862,0,0,0,0,0,1,1,0
ENSG00000166863,0,0,0,1,0,2,0,0
ENSG00000166866,2,0,15,4,15,10,3,0
ENSG00000166869,0,0,0,0,0,0,0,0
ENSG00000166881,3064,1096,1675,2517,2631,1852,2370,963
ENSG00000166884,0,0,1,0,0,0,0,0
ENSG00000166886,65,40,248,172,212,232,85,35
ENSG00000166887,1568,558,2621,2625,2964,3021,1654,663
ENSG00000166888,691,223,79,45,74,73,522,224
ENSG00000166889,1409,460,1914,1632,1785,2116,1939,663
ENSG00000166896,204,75,174,296,336,200,112,46
ENSG00000166897,502,213,369,388,618,329,497,178
ENSG00000166900,2349,848,5455,4588,5893,6110,2592,716
ENSG00000166902,1352,520,1859,2742,3510,2139,1203,414
ENSG00000166908,1096,397,1582,1448,1810,1771,1062,344
ENSG00000166912,559,189,877,730,776,991,670,211
ENSG00000166913,8494,3159,10162,12189,13886,12250,9953,3185
ENSG00000166917,0,0,0,0,0,0,0,0
ENSG00000166920,151,49,1,0,1,2,535,221
ENSG00000166922,6,0,1,1,0,0,1,1
ENSG00000166923,44,27,0,0,0,0,36,8
ENSG00000166924,12,8,11,8,7,8,10,3
ENSG00000166925,170,56,907,506,800,911,193,75
ENSG00000166926,0,0,0,0,0,0,0,0
ENSG00000166927,2,1,0,0,0,3,0,0
ENSG00000166928,0,0,0,0,0,0,0,0
ENSG00000166930,0,0,0,0,0,0,0,0
ENSG00000166938,646,234,1333,2096,2411,1666,298,104
ENSG00000166946,462,158,630,797,1057,748,551,203
ENSG00000166947,0,0,0,0,1,0,0,0
ENSG00000166948,0,0,5,8,7,7,0,0
ENSG00000166949,3975,1499,521,427,607,548,5013,1786
ENSG00000166959,0,0,25,26,20,23,0,0
ENSG00000166960,0,0,2,3,7,1,1,0
ENSG00000166961,0,0,0,2,0,2,0,0
ENSG00000166963,65,22,259,159,217,325,31,17
ENSG00000166965,150,52,612,602,719,688,91,34
ENSG00000166971,246,88,2776,1826,2070,2950,226,89
ENSG00000166974,501,165,828,1380,1590,1045,254,88
ENSG00000166979,119,47,58,41,60,75,120,32
ENSG00000166984,0,0,0,0,0,0,0,0
ENSG00000166986,1877,732,4868,5627,7827,5154,1477,445
ENSG00000166987,435,152,3796,2617,3322,4229,418,135
ENSG00000166997,166,73,214,125,201,277,154,68
ENSG00000167004,4445,1652,25389,27965,34089,29049,7422,2644
ENSG00000167005,457,189,1357,1575,1785,1409,447,150
ENSG00000167011,12,3,28,12,16,59,9,5
ENSG00000167014,0,0,0,2,2,1,0,0
ENSG00000167034,259,66,29940,28321,32964,34776,245,66
ENSG00000167037,27,14,203,224,349,235,14,2
ENSG00000167046,20,7,8,5,5,2,28,7
ENSG00000167065,135,62,96,96,142,102,104,49
ENSG00000167074,189,90,549,427,615,678,246,88
ENSG00000167077,7,6,4,14,10,10,14,5
ENSG00000167080,94,32,6,14,33,2,166,87
ENSG00000167081,213,59,251,502,544,332,219,68
ENSG00000167083,1,0,40,53,56,32,0,0
ENSG00000167085,3372,1376,1848,2755,4480,2227,2573,917
ENSG00000167088,2054,763,5884,6735,8202,7037,1730,657
ENSG00000167094,4,2,102,106,127,99,2,0
ENSG00000167098,0,0,0,0,0,0,0,0
ENSG00000167100,36,2,42,25,32,45,22,9
ENSG00000167103,7,1,26,28,45,32,7,3
ENSG00000167104,0,0,0,1,1,0,0,0
ENSG00000167105,393,143,11,6,10,7,373,132
ENSG00000167106,470,205,2070,1343,1755,2256,344,130
ENSG00000167107,664,268,148,155,265,152,558,184
ENSG00000167110,200,77,3959,3319,4120,4137,214,72
ENSG00000167112,740,219,2787,3847,4768,3278,353,139
ENSG00000167113,338,151,990,1382,1980,1117,166,64
ENSG00000167114,398,183,749,659,895,991,358,111
ENSG00000167117,3,2,0,12,14,3,6,3
ENSG00000167118,1378,478,1783,1935,3320,1906,790,361
ENSG00000167123,634,239,11,8,10,8,443,176
ENSG00000167130,808,292,1113,1475,1841,1388,637,250
ENSG00000167131,42,20,137,107,161,234,36,9
ENSG00000167136,17,8,56,44,101,56,21,7
ENSG00000167139,0,0,0,0,0,0,0,0
ENSG00000167157,552,209,6,1,1,3,259,89
ENSG00000167165,1,1,7,0,8,4,0,0
ENSG00000167173,346,114,957,785,1404,1209,409,129
ENSG00000167178,51,13,0,0,0,1,83,27
ENSG00000167182,364,106,2012,1576,2139,2308,379,120
ENSG00000167183,46,21,1253,1077,1650,1356,14,6
ENSG00000167186,126,45,864,1173,1333,1012,113,43
ENSG00000167191,545,190,544,226,276,557,395,132
ENSG00000167193,594,205,2995,2988,3704,3457,737,216
ENSG00000167194,1,0,0,2,1,0,1,0
ENSG00000167195,0,0,1,3,1,2,0,0
ENSG00000167196,671,225,1779,2034,2256,2028,500,168
ENSG00000167202,361,130,687,736,867,768,259,84
ENSG00000167207,7,0,17,32,38,29,2,1
ENSG00000167208,0,0,0,0,1,0,0,0
ENSG00000167210,1,0,0,0,0,2,0,0
ENSG00000167216,52,21,314,380,441,312,40,11
ENSG00000167220,16,9,127,129,182,147,13,4
ENSG00000167232,461,174,3261,3453,3338,3902,479,177
ENSG00000167244,502,160,9,10,17,12,452,100
ENSG00000167257,275,105,1615,1438,1576,1715,245,105
ENSG00000167258,1068,424,4346,4883,5219,5292,742,228
ENSG00000167261,3,1,0,0,0,0,0,0
ENSG00000167264,311,123,455,679,891,506,206,92
ENSG00000167272,394,185,933,1541,1964,1153,210,83
ENSG00000167280,577,232,1705,1277,1838,1911,344,145
ENSG00000167281,12,7,17,26,13,18,10,5
ENSG00000167283,2156,763,5840,6488,6207,6331,2447,726
ENSG00000167286,3,0,0,0,0,0,3,1
ENSG00000167291,1781,742,5062,3438,5321,5356,1294,439
ENSG00000167302,118,43,184,133,168,181,125,54
ENSG00000167306,253,85,789,998,1164,793,180,58
ENSG00000167311,3,1,0,0,0,0,1,0
ENSG00000167315,289,103,871,390,515,952,363,113
ENSG00000167323,419,158,1883,2090,2494,2235,492,204
ENSG00000167325,1981,722,4163,5928,6003,4779,1686,648
ENSG00000167332,0,0,0,8,5,0,0,0
ENSG00000167333,203,69,709,1563,1874,837,172,57
ENSG00000167346,1,0,0,0,0,0,0,0
ENSG00000167355,0,0,10,15,14,4,0,0
ENSG00000167359,0,0,0,0,0,0,0,0
ENSG00000167360,0,0,0,1,0,0,0,0
ENSG00000167363,52,16,433,324,551,457,32,14
ENSG00000167371,34,28,1094,188,262,1174,59,30
ENSG00000167377,52,13,101,53,78,109,38,17
ENSG00000167378,802,291,928,903,1169,1077,670,195
ENSG00000167380,207,85,400,593,605,499,182,52
ENSG00000167384,257,87,523,489,452,640,251,64
ENSG00000167390,0,0,0,0,0,0,0,0
ENSG00000167393,284,135,439,336,477,543,215,103
ENSG00000167394,31,20,185,149,171,237,35,17
ENSG00000167395,331,125,2233,1556,2013,2591,319,103
ENSG00000167397,12,4,6,4,4,3,11,8
ENSG00000167414,0,0,4,1,3,1,0,0
ENSG00000167419,2,3,21,9,42,23,3,2
ENSG00000167434,1,1,35,9,7,34,0,0
ENSG00000167447,430,144,995,1057,1354,1265,308,108
ENSG00000167459,0,0,0,0,0,0,0,0
ENSG00000167460,1304,398,23078,9995,12325,24716,935,283
ENSG00000167461,3089,1144,3282,3476,3745,4007,3127,938
ENSG00000167468,4063,1752,5865,4916,7243,6520,2784,1082
ENSG00000167470,389,152,2452,2312,3807,2739,255,131
ENSG00000167476,1,0,2,1,1,1,4,1
ENSG00000167483,7,1,3,6,3,8,3,1
ENSG00000167487,78,31,171,199,329,192,38,22
ENSG00000167491,1327,425,4916,4005,5429,5704,1011,312
ENSG00000167494,0,0,0,0,0,0,0,0
ENSG00000167508,188,69,477,483,827,563,119,59
ENSG00000167513,307,139,460,548,800,535,205,79
ENSG00000167515,643,268,885,985,1286,1071,499,177
ENSG00000167522,638,197,10894,10604,11789,12636,703,240
ENSG00000167523,161,70,398,320,411,472,146,44
ENSG00000167524,80,36,216,291,356,240,62,34
ENSG00000167525,23,16,7,16,24,12,20,14
ENSG00000167526,3643,1598,11267,14398,28260,12464,3085,1170
ENSG00000167528,537,198,1330,1033,1147,1409,460,156
ENSG00000167531,1,0,0,0,0,0,0,0
ENSG00000167535,254,94,1030,722,1016,1232,343,122
ENSG00000167536,6,1,200,131,240,194,7,6
ENSG00000167543,256,113,254,319,786,249,171,67
ENSG00000167548,2308,815,7451,4910,6584,8098,2152,603
ENSG00000167549,18,10,1,3,0,4,13,6
ENSG00000167550,177,74,13,31,36,16,153,58
ENSG00000167552,1303,457,7118,1107,3790,7373,2118,694
ENSG00000167553,3176,1320,8571,7705,13031,8642,2935,1227
ENSG00000167554,28,6,808,1025,1052,1041,25,7
ENSG00000167555,99,40,1972,2404,2727,2417,81,39
ENSG00000167562,188,84,494,632,593,537,194,75
ENSG00000167565,245,94,459,398,517,628,321,117
ENSG00000167566,406,148,420,188,324,480,419,137
ENSG00000167578,2,1,8,5,14,10,0,0
ENSG00000167580,0,0,2,2,1,0,0,0
ENSG00000167588,3,1,36,25,58,58,2,0
ENSG00000167595,208,91,643,503,731,691,138,39
ENSG00000167600,126,51,17,96,136,19,97,37
ENSG00000167601,5746,2145,8,4,13,6,5077,2117
ENSG00000167604,101,30,132,134,186,163,72,27
ENSG00000167608,34,18,1812,1804,2472,2063,24,7
ENSG00000167612,0,0,0,0,0,0,0,0
ENSG00000167613,0,0,0,0,0,0,0,0
ENSG00000167614,34,14,76,31,65,90,18,10
ENSG00000167615,2128,790,4975,3496,4778,5076,1837,945
ENSG00000167617,9,2,3,1,1,1,4,1
ENSG00000167618,0,0,0,0,0,0,0,0
ENSG00000167619,195,84,48,13,59,48,256,79
ENSG00000167625,176,55,187,283,328,243,104,53
ENSG00000167632,541,213,769,974,1330,838,675,222
ENSG00000167633,0,0,0,0,0,0,0,0
ENSG00000167634,0,0,3,8,5,5,0,0
ENSG00000167635,1708,604,8707,8153,8629,9885,1794,526
ENSG00000167637,151,66,268,327,354,354,130,36
ENSG00000167641,0,0,2,1,7,5,0,0
ENSG00000167642,253,115,1188,1182,2104,1365,267,81
ENSG00000167644,0,0,0,0,0,0,0,0
ENSG00000167645,539,230,882,1289,1704,1056,328,145
ENSG00000167646,43,21,43,21,29,57,36,16
ENSG00000167653,15,2,778,369,532,949,11,4
ENSG00000167654,1,0,1,0,2,2,3,2
ENSG00000167656,0,0,2,0,0,1,0,0
ENSG00000167657,97,47,1316,1011,1603,1602,85,18
ENSG00000167658,13279,5385,106036,127732,182515,118979,14553,5489
ENSG00000167664,0,1,1,0,0,0,0,0
ENSG00000167670,89,36,2055,2280,2960,2377,64,29
ENSG00000167671,492,207,2178,1679,2791,2365,434,196
ENSG00000167674,193,83,2487,2454,3404,2786,133,45
ENSG00000167676,113,42,14,28,39,31,44,21
ENSG00000167680,888,333,21,7,24,32,381,118
ENSG00000167685,659,254,2380,1280,2196,2624,516,183
ENSG00000167693,221,78,789,519,747,873,155,56
ENSG00000167695,404,146,1930,994,1420,2215,562,193
ENSG00000167699,927,382,2171,2431,3044,2524,763,311
ENSG00000167700,373,154,517,482,1039,597,231,81
ENSG00000167701,41,20,169,149,175,182,32,13
ENSG00000167702,157,59,1104,671,1079,1254,228,101
ENSG00000167703,84,48,424,1027,1346,513,35,17
ENSG00000167705,224,81,155,173,298,173,175,67
ENSG00000167711,8,2,2,7,9,6,9,3
ENSG00000167716,193,81,519,620,891,651,104,48
ENSG00000167720,293,124,937,1070,1314,1137,281,103
ENSG00000167721,590,224,4101,4592,5146,4973,487,151
ENSG00000167723,14,6,17,15,21,17,6,2
ENSG00000167733,20,8,164,102,149,148,14,2
ENSG00000167740,149,33,1359,1179,1301,1618,110,46
ENSG00000167741,0,0,27,10,11,34,0,0
ENSG00000167747,0,0,0,0,0,0,0,0
ENSG00000167748,4,0,45,9,17,25,0,0
ENSG00000167749,4,4,7225,4321,5597,7631,2,0
ENSG00000167751,0,0,64669,29920,34521,69827,0,0
ENSG00000167754,5,0,0,0,1,0,2,1
ENSG00000167755,4,3,0,1,0,0,4,1
ENSG00000167757,0,0,0,0,0,0,2,1
ENSG00000167759,1,1,0,1,1,0,1,0
ENSG00000167766,72,29,579,500,640,621,35,21
ENSG00000167767,5604,2247,188,57,76,200,4453,1824
ENSG00000167768,0,0,0,0,0,0,0,0
ENSG00000167769,0,0,1,1,4,1,1,1
ENSG00000167770,1469,610,1855,1274,2231,1852,1101,430
ENSG00000167771,33,20,37,43,66,63,29,13
ENSG00000167772,70,53,22,20,16,35,8246,3205
ENSG00000167774,0,0,0,0,0,0,0,0
ENSG00000167775,1193,481,1298,977,1442,1449,882,387
ENSG00000167778,846,339,1164,1583,2545,1358,476,226
ENSG00000167779,1312,508,1,0,1,5,1730,678
ENSG00000167780,5,1,3,0,2,0,4,0
ENSG00000167785,94,42,1171,901,911,1276,98,40
ENSG00000167791,0,0,0,0,0,0,0,0
ENSG00000167792,1310,582,4495,5297,7564,5418,984,369
ENSG00000167797,850,295,3763,2103,3137,4251,707,313
ENSG00000167798,0,0,0,0,0,0,0,0
ENSG00000167799,17,11,342,583,1296,395,13,9
ENSG00000167800,4,0,21,83,107,28,1,0
ENSG00000167807,0,0,0,0,0,0,0,0
ENSG00000167815,623,215,5937,4840,7533,6990,512,183
ENSG00000167822,0,0,0,0,0,0,0,0
ENSG00000167825,0,0,0,0,0,0,0,0
ENSG00000167840,99,52,1545,1087,1292,1802,89,29
ENSG00000167842,642,228,1907,2228,2665,2038,619,188
ENSG00000167850,0,0,3,9,4,3,2,0
ENSG00000167851,0,0,0,1,0,1,0,0
ENSG00000167858,0,0,0,0,0,0,0,0
ENSG00000167861,237,89,6292,4689,6959,6882,206,75
ENSG00000167862,825,287,1791,2216,2706,1894,525,169
ENSG00000167863,1445,592,1419,2075,2842,1641,1157,424
ENSG00000167874,10,0,177,148,213,190,7,0
ENSG00000167880,55,19,1832,1457,2165,2048,21,7
ENSG00000167881,1695,643,3863,3826,4919,4694,1781,616
ENSG00000167889,447,163,29,6,17,27,279,100
ENSG00000167895,30,5,25,28,21,32,35,9
ENSG00000167900,1213,521,1774,1571,1932,2329,1399,508
ENSG00000167904,94,44,1327,1555,1647,1529,71,22
ENSG00000167910,0,0,3,62,94,5,0,0
ENSG00000167912,3,3,0,0,0,0,6,1
ENSG00000167914,0,0,1,3,4,2,0,0
ENSG00000167916,0,0,0,0,0,6,0,0
ENSG00000167920,163,54,497,722,920,537,183,66
ENSG00000167925,0,0,181,184,357,285,0,0
ENSG00000167930,730,281,2867,2191,3605,3296,886,312
ENSG00000167941,0,0,0,0,1,0,0,0
ENSG00000167962,600,211,3118,2555,3737,3507,493,175
ENSG00000167964,59,26,766,543,1001,819,32,13
ENSG00000167965,643,251,2291,2715,4465,2670,367,135
ENSG00000167967,94,49,995,855,1143,1189,93,33
ENSG00000167968,20,4,82,75,100,68,8,3
ENSG00000167969,227,93,858,1079,1671,972,136,65
ENSG00000167971,56,23,238,150,217,252,69,26
ENSG00000167972,200,71,1974,1313,2207,2142,187,50
ENSG00000167977,638,219,1912,2059,2534,2488,583,206
ENSG00000167978,4379,1516,48387,32259,37843,51787,3731,1085
ENSG00000167981,8,1,347,421,448,412,1,0
ENSG00000167984,7,5,136,111,92,189,3,2
ENSG00000167985,139,53,113,139,247,187,128,50
ENSG00000167986,3909,1375,4565,4387,5980,5195,3215,1149
ENSG00000167987,293,136,1232,1804,2247,1478,252,114
ENSG00000167992,9,3,39,14,32,47,8,1
ENSG00000167994,90,28,247,268,463,230,25,11
ENSG00000167995,48,19,290,362,515,251,40,13
ENSG00000167996,5,1,12,12,15,7,10,6
ENSG00000168000,42,13,47,32,55,65,35,12
ENSG00000168002,1397,543,755,1548,2157,944,821,360
ENSG00000168003,780,304,2330,2973,4780,2696,485,194
ENSG00000168004,1,0,0,0,0,0,0,0
ENSG00000168005,1392,552,1054,923,1356,1245,878,327
ENSG00000168010,324,125,415,287,375,442,233,123
ENSG00000168014,802,302,1291,1418,1434,1577,653,186
ENSG00000168016,79,28,212,321,439,267,39,11
ENSG00000168026,29,9,216,144,236,210,26,6
ENSG00000168028,6705,2395,13789,16752,26223,14995,7722,2229
ENSG00000168032,182,72,53,105,139,38,265,75
ENSG00000168036,6540,2525,5729,6466,8136,7043,6402,2110
ENSG00000168038,160,65,37,80,101,51,170,58
ENSG00000168040,153,67,140,138,181,201,170,64
ENSG00000168056,1540,578,3934,2386,3404,4089,2247,718
ENSG00000168060,8,4,5,1,3,1,4,3
ENSG00000168061,279,113,606,826,1143,724,216,93
ENSG00000168062,6,1,11,27,56,14,8,3
ENSG00000168065,3,1,40,49,47,29,0,1
ENSG00000168066,1279,500,7820,8064,10218,9271,1214,379
ENSG00000168067,766,300,1214,856,1151,1352,658,245
ENSG00000168070,2,0,207,248,250,253,0,0
ENSG00000168071,102,46,234,166,302,225,90,28
ENSG00000168077,1226,431,161,71,81,204,1067,356
ENSG00000168078,1750,690,2500,2775,2545,3010,1699,599
ENSG00000168079,28,13,5,2,1,5,16,4
ENSG00000168081,0,0,0,0,0,1,0,0
ENSG00000168090,1863,694,3868,4745,6460,4930,1608,468
ENSG00000168092,4967,1809,6081,5154,6731,6728,6309,2029
ENSG00000168096,112,52,299,294,383,356,71,23
ENSG00000168101,66,29,312,331,564,321,51,13
ENSG00000168116,515,188,1495,1846,2031,1640,360,135
ENSG00000168118,628,230,3122,3223,3877,3574,656,195
ENSG00000168122,0,0,0,0,0,2,0,0
ENSG00000168124,0,0,2,8,11,6,0,1
ENSG00000168126,10,3,7,33,22,17,4,3
ENSG00000168129,0,0,0,0,1,0,0,0
ENSG00000168131,5,0,0,0,0,0,7,1
ENSG00000168135,0,0,0,3,3,0,0,0
ENSG00000168137,2445,882,12193,8580,10078,13206,3012,988
ENSG00000168140,50,37,1357,432,876,1419,80,28
ENSG00000168143,2,0,0,0,0,0,0,2
ENSG00000168148,0,0,0,0,0,0,1,0
ENSG00000168152,176,84,353,488,404,404,190,67
ENSG00000168158,1,0,0,1,1,0,0,0
ENSG00000168159,1666,674,7929,11108,18478,8982,1802,684
ENSG00000168172,758,256,2127,1498,1483,2348,992,318
ENSG00000168175,8209,2814,8518,9855,12252,9703,8914,3269
ENSG00000168209,310,107,5957,4469,6544,6075,1744,633
ENSG00000168214,761,253,12027,6099,6808,12872,1348,423
ENSG00000168216,241,93,1971,2026,2048,2255,354,104
ENSG00000168228,387,132,342,569,712,377,244,85
ENSG00000168229,1,0,0,0,0,0,0,0
ENSG00000168234,678,303,410,512,527,467,831,294
ENSG00000168237,34,13,40,36,50,28,21,12
ENSG00000168243,7,4,155,161,272,166,5,4
ENSG00000168246,407,145,1753,1474,1640,2049,637,205
ENSG00000168255,0,0,2,6,4,2,0,0
ENSG00000168256,819,276,1853,1926,2820,2174,533,205
ENSG00000168259,1645,578,7631,9963,10810,9090,1681,500
ENSG00000168263,5,2,0,0,0,0,4,0
ENSG00000168264,740,243,3602,3178,3692,3770,779,301
ENSG00000168267,0,0,0,0,0,0,0,0
ENSG00000168268,4461,1743,4496,4499,5981,4950,4810,1734
ENSG00000168269,0,0,0,0,0,0,0,0
ENSG00000168273,62,22,664,1040,1275,836,31,9
ENSG00000168275,155,42,381,545,558,361,72,31
ENSG00000168280,700,246,6673,5024,5959,7478,883,226
ENSG00000168282,35,16,15,30,31,41,27,9
ENSG00000168283,949,329,911,865,899,1022,1265,432
ENSG00000168286,369,135,602,474,711,720,313,119
ENSG00000168288,2187,783,1883,3005,3399,2185,2273,749
ENSG00000168291,573,179,2905,3151,4071,3254,515,167
ENSG00000168297,1357,492,858,927,924,925,951,347
ENSG00000168298,3909,1565,63,60,57,69,2278,893
ENSG00000168300,267,112,4366,4076,4220,4564,464,131
ENSG00000168301,306,133,337,314,382,361,258,69
