"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm.LNCAP_Hypoxia_S1","avg_cpm.LNCAP_Hypoxia_S2","avg_cpm.LNCAP_Normoxia_S1","avg_cpm.LNCAP_Normoxia_S2"
"ENSG00000079841",2.684064e+03,-0.5469148, 4.757633e-06, 5.123913e-05,"RIMS1","protein_coding",5.416735e+01,5.625166e+01,8.319372e+01,7.545726e+01
"ENSG00000151150",1.028819e+04,-0.5475101, 2.131078e-07, 3.058582e-06,"ANK3","protein_coding",2.147088e+02,2.084389e+02,3.158329e+02,2.923484e+02
"ENSG00000231500",2.767160e+04,-0.5476742, 6.659140e-06, 6.913336e-05,"RPS18","protein_coding",5.598226e+02,5.784197e+02,7.227553e+02,9.142136e+02
"ENSG00000166974",1.189483e+03,-0.5476944, 7.180022e-05, 5.658798e-04,"MAPRE2","protein_coding",2.319057e+01,2.572560e+01,3.608024e+01,3.425958e+01
"ENSG00000108298",2.214841e+04,-0.5477467, 1.075244e-04, 8.008336e-04,"RPL19","protein_coding",4.595262e+02,4.514165e+02,5.422756e+02,7.682980e+02
"ENSG00000104723",1.804014e+03,-0.5478856, 6.889685e-05, 5.476402e-04,"TUSC3","protein_coding",3.736259e+01,3.685284e+01,4.776710e+01,5.893079e+01
"ENSG00000137364",2.080015e+03,-0.5496586, 2.126883e-05, 1.949754e-04,"TPMT","protein_coding",4.007936e+01,4.539522e+01,6.468299e+01,5.837057e+01
"ENSG00000162817",1.250954e+03,-0.5502400, 1.325930e-04, 9.592470e-04,"C1orf115","protein_coding",2.674758e+01,2.466703e+01,3.385791e+01,4.016343e+01
"ENSG00000055044",4.069877e+03,-0.5511202, 3.297399e-06, 3.673116e-05,"NOP58","protein_coding",8.052282e+01,8.663003e+01,1.279280e+02,1.129058e+02
"ENSG00000167863",1.950948e+03,-0.5512540, 1.124185e-05, 1.101669e-04,"ATP5PD","protein_coding",3.974326e+01,4.039780e+01,5.425109e+01,6.123630e+01
"ENSG00000150403",3.738208e+03,-0.5524315, 5.255308e-07, 7.011191e-06,"TMCO3","protein_coding",7.721788e+01,7.624132e+01,1.077440e+02,1.135953e+02
"ENSG00000100325",2.396832e+03,-0.5526383, 4.616546e-06, 4.977206e-05,"ASCC2","protein_coding",4.738943e+01,5.100807e+01,6.782040e+01,7.412135e+01
"ENSG00000130349",1.805508e+03,-0.5532503, 8.548532e-06, 8.616786e-05,"MTRES1","protein_coding",3.587817e+01,3.820682e+01,5.469556e+01,5.222970e+01
"ENSG00000145331",1.223007e+03,-0.5533278, 7.427768e-05, 5.824874e-04,"TRMT10A","protein_coding",2.543121e+01,2.474089e+01,3.845945e+01,3.395792e+01
"ENSG00000106305",1.700813e+03,-0.5536233, 1.725808e-05, 1.619089e-04,"AIMP2","protein_coding",3.484187e+01,3.495727e+01,4.724420e+01,5.350097e+01
"ENSG00000146842",1.238868e+03,-0.5536822, 8.756317e-05, 6.714818e-04,"TMEM209","protein_coding",2.627144e+01,2.454394e+01,3.903464e+01,3.432422e+01
"ENSG00000106348",2.253042e+03,-0.5537727, 5.269027e-05, 4.319581e-04,"IMPDH1","protein_coding",4.495274e+01,4.751235e+01,5.911408e+01,7.437992e+01
"ENSG00000008256",1.729054e+03,-0.5538084, 2.427891e-05, 2.192284e-04,"CYTH3","protein_coding",3.456179e+01,3.636049e+01,5.446025e+01,4.794186e+01
"ENSG00000049860",4.326574e+03,-0.5538863, 2.451461e-07, 3.472111e-06,"HEXB","protein_coding",8.909324e+01,8.840251e+01,1.282940e+02,1.279671e+02
"ENSG00000109917",2.541775e+03,-0.5547166, 1.974095e-06, 2.316416e-05,"ZPR1","protein_coding",5.038628e+01,5.386374e+01,7.393835e+01,7.666389e+01
"ENSG00000138029",3.344952e+03,-0.5568095, 6.341811e-07, 8.330734e-06,"HADHB","protein_coding",6.721905e+01,6.984069e+01,1.008678e+02,9.741356e+01
"ENSG00000065911",3.804815e+03,-0.5572978, 1.184752e-05, 1.157141e-04,"MTHFD2","protein_coding",8.237134e+01,7.345950e+01,1.216009e+02,1.038992e+02
"ENSG00000140374",6.862276e+03,-0.5572984, 1.287237e-07, 1.927275e-06,"ETFA","protein_coding",1.405998e+02,1.405430e+02,1.956961e+02,2.112028e+02
"ENSG00000138744",2.704374e+03,-0.5573160, 1.051827e-06, 1.315716e-05,"NAAA","protein_coding",5.537169e+01,5.541466e+01,8.110211e+01,7.922797e+01
"ENSG00000173418",3.008373e+03,-0.5583522, 7.413076e-07, 9.565441e-06,"NAA20","protein_coding",6.024507e+01,6.294771e+01,8.983458e+01,8.857933e+01
"ENSG00000164934",2.607983e+03,-0.5586532, 2.463729e-06, 2.840371e-05,"DCAF13","protein_coding",5.173066e+01,5.504539e+01,8.005631e+01,7.461693e+01
"ENSG00000176102",2.084487e+03,-0.5591369, 5.366363e-06, 5.710347e-05,"CSTF3","protein_coding",4.265609e+01,4.266264e+01,6.455226e+01,5.908161e+01
"ENSG00000164125",5.595744e+03,-0.5593320, 1.041258e-05, 1.031774e-04,"GASK1B","protein_coding",1.149166e+02,1.141035e+02,1.836955e+02,1.481134e+02
"ENSG00000185745",4.052970e+03,-0.5595650, 1.930174e-06, 2.275269e-05,"IFIT1","protein_coding",8.074688e+01,8.512834e+01,1.276665e+02,1.127334e+02
"ENSG00000115758",1.074942e+04,-0.5595775, 3.631595e-07, 4.964798e-06,"ODC1","protein_coding",2.064185e+02,2.336475e+02,3.063945e+02,3.314345e+02
"ENSG00000188352",2.256790e+03,-0.5598922, 2.807807e-06, 3.183219e-05,"FOCAD","protein_coding",4.640915e+01,4.593681e+01,6.904922e+01,6.483464e+01
"ENSG00000130741",1.214576e+04,-0.5616690, 2.584273e-08, 4.364456e-07,"EIF2S3","protein_coding",2.491866e+02,2.474827e+02,3.664498e+02,3.544681e+02
"ENSG00000076242",3.033832e+03,-0.5623515, 5.760388e-06, 6.075887e-05,"MLH1","protein_coding",5.993698e+01,6.408012e+01,9.655387e+01,8.353735e+01
"ENSG00000147604",2.200050e+04,-0.5637763, 6.315378e-08, 9.958528e-07,"RPL7","protein_coding",4.607025e+02,4.381229e+02,6.220966e+02,6.848684e+02
"ENSG00000103356",2.377254e+03,-0.5647529, 1.401902e-06, 1.707665e-05,"EARS2","protein_coding",4.736142e+01,4.972795e+01,7.129770e+01,6.994125e+01
"ENSG00000105193",1.321912e+04,-0.5647981, 8.750723e-06, 8.803236e-05,"RPS16","protein_coding",2.709768e+02,2.689248e+02,3.422917e+02,4.435000e+02
"ENSG00000136273",1.020486e+03,-0.5652648, 5.460998e-05, 4.456836e-04,"HUS1","protein_coding",2.030575e+01,2.136825e+01,2.946553e+01,3.117837e+01
"ENSG00000165097",2.828035e+03,-0.5660755, 6.327333e-07, 8.321969e-06,"KDM1B","protein_coding",5.859260e+01,5.684249e+01,8.408265e+01,8.398984e+01
"ENSG00000132746",1.844510e+03,-0.5669066, 5.477269e-05, 4.466551e-04,"ALDH3B2","protein_coding",3.649434e+01,3.879765e+01,4.860375e+01,6.108548e+01
"ENSG00000196937",1.597396e+03,-0.5687409, 1.484594e-05, 1.418166e-04,"FAM3C","protein_coding",3.318940e+01,3.192928e+01,5.006787e+01,4.492530e+01
"ENSG00000095380",2.561958e+03,-0.5693561, 1.329943e-05, 1.281809e-04,"NANS","protein_coding",5.271094e+01,5.174661e+01,6.850017e+01,8.394674e+01
"ENSG00000144306",2.301184e+03,-0.5694550, 1.481882e-06, 1.796530e-05,"SCRN3","protein_coding",4.677325e+01,4.701999e+01,7.019960e+01,6.668767e+01
"ENSG00000163584",1.456191e+04,-0.5696591, 1.076846e-07, 1.638665e-06,"RPL22L1","protein_coding",2.850648e+02,3.085595e+02,4.100337e+02,4.564927e+02
"ENSG00000149806",4.221617e+03,-0.5704476, 4.599691e-05, 3.828770e-04,"FAU","protein_coding",8.379974e+01,8.825480e+01,1.071165e+02,1.442350e+02
"ENSG00000119977",1.334091e+03,-0.5710843, 1.177106e-05, 1.150773e-04,"TCTN3","protein_coding",2.739176e+01,2.695649e+01,3.895620e+01,4.044354e+01
"ENSG00000166801",8.784829e+03,-0.5711842, 6.352498e-07, 8.338979e-06,"FAM111A","protein_coding",1.777104e+02,1.801038e+02,2.812429e+02,2.414546e+02
"ENSG00000183978",1.212483e+03,-0.5713698, 1.210913e-04, 8.870424e-04,"COA3","protein_coding",2.271444e+01,2.668569e+01,3.315199e+01,3.904299e+01
"ENSG00000113048",5.636968e+03,-0.5730769, 1.494463e-07, 2.213233e-06,"MRPS27","protein_coding",1.147765e+02,1.146697e+02,1.594590e+02,1.762752e+02
"ENSG00000130255",1.850881e+04,-0.5733188, 2.639897e-05, 2.353582e-04,"RPL36","protein_coding",3.617785e+02,3.916199e+02,4.664809e+02,6.365171e+02
"ENSG00000197044",1.105311e+03,-0.5733407, 3.757339e-05, 3.215276e-04,"ZNF441","protein_coding",2.254639e+01,2.242681e+01,3.427623e+01,3.154467e+01
"ENSG00000164294",9.682198e+02,-0.5736701, 5.571915e-05, 4.534692e-04,"GPX8","protein_coding",2.019372e+01,1.920188e+01,2.928252e+01,2.837727e+01
"ENSG00000130935",3.178400e+03,-0.5739050, 2.034138e-05, 1.874172e-04,"NOL11","protein_coding",5.848057e+01,7.085002e+01,1.018090e+02,8.748044e+01
"ENSG00000143653",9.969672e+02,-0.5754022, 1.264963e-04, 9.196953e-04,"SCCPDH","protein_coding",1.980161e+01,2.075280e+01,2.703404e+01,3.238500e+01
"ENSG00000230202",1.103501e+03,-0.5755380, 4.512709e-05, 3.764027e-04,"RPL29P4","processed_pseudogene",2.372272e+01,2.114669e+01,3.286440e+01,3.288058e+01
"ENSG00000126821",1.638537e+03,-0.5764360, 7.749608e-05, 6.051737e-04,"SGPP1","protein_coding",3.442175e+01,3.215084e+01,5.427724e+01,4.335237e+01
"ENSG00000120053",3.370857e+03,-0.5776103, 1.638714e-06, 1.958795e-05,"GOT1","protein_coding",6.340997e+01,7.355798e+01,9.736437e+01,1.036622e+02
"ENSG00000104231",4.973614e+03,-0.5779783, 1.659618e-07, 2.443665e-06,"ZFAND1","protein_coding",1.045816e+02,9.741262e+01,1.515109e+02,1.450322e+02
"ENSG00000244005",2.163318e+03,-0.5780404, 9.995652e-05, 7.515848e-04,"NFS1","protein_coding",4.713736e+01,4.074245e+01,5.608125e+01,7.295782e+01
"ENSG00000198856",2.205678e+03,-0.5784346, 1.344356e-05, 1.293263e-04,"OSTC","protein_coding",4.349632e+01,4.605990e+01,7.163758e+01,5.987885e+01
"ENSG00000145414",1.355627e+03,-0.5791773, 1.066072e-05, 1.053809e-04,"NAF1","protein_coding",2.683160e+01,2.821199e+01,3.900850e+01,4.186564e+01
"ENSG00000133028",3.395536e+03,-0.5794512, 6.674309e-07, 8.711101e-06,"SCO1","protein_coding",6.590267e+01,7.193320e+01,1.050510e+02,9.749975e+01
"ENSG00000205981",2.678354e+03,-0.5801581, 5.301658e-07, 7.059617e-06,"DNAJC19","protein_coding",5.467149e+01,5.401145e+01,8.186032e+01,7.793516e+01
"ENSG00000122435",1.524207e+03,-0.5804418, 4.167440e-05, 3.510398e-04,"TRMT13","protein_coding",3.080873e+01,3.101842e+01,4.988486e+01,4.104685e+01
"ENSG00000177954",1.314514e+04,-0.5806653, 1.323194e-04, 9.576064e-04,"RPS27","protein_coding",2.725732e+02,2.607517e+02,3.152838e+02,4.698087e+02
"ENSG00000154174",7.730322e+03,-0.5808532, 3.833528e-08, 6.242303e-07,"TOMM70","protein_coding",1.546598e+02,1.589571e+02,2.384172e+02,2.228596e+02
"ENSG00000010165",1.305267e+03,-0.5823304, 2.485501e-05, 2.238374e-04,"METTL13","protein_coding",2.484304e+01,2.808891e+01,3.707376e+01,4.087448e+01
"ENSG00000006757",1.493624e+03,-0.5836576, 3.161974e-05, 2.762439e-04,"PNPLA4","protein_coding",3.019256e+01,3.035374e+01,4.018502e+01,4.904076e+01
"ENSG00000198722",2.714125e+03,-0.5870976, 3.672006e-07, 5.009998e-06,"UNC13B","protein_coding",5.363520e+01,5.620243e+01,7.880134e+01,8.347271e+01
"ENSG00000112699",1.881158e+03,-0.5882792, 1.689225e-06, 2.013289e-05,"GMDS","protein_coding",3.862294e+01,3.746829e+01,5.440796e+01,5.809046e+01
"ENSG00000131507",6.670084e+03,-0.5895449, 1.140012e-08, 2.022161e-07,"NDFIP1","protein_coding",1.335698e+02,1.360626e+02,2.000100e+02,1.990072e+02
"ENSG00000100028",6.316035e+03,-0.5909307, 1.520967e-08, 2.651902e-07,"SNRPD3","protein_coding",1.260637e+02,1.291203e+02,1.847413e+02,1.932757e+02
"ENSG00000047621",1.113495e+03,-0.5913574, 7.481424e-05, 5.860210e-04,"FERRY3","protein_coding",2.123002e+01,2.373156e+01,3.602795e+01,3.061815e+01
"ENSG00000087842",1.719228e+03,-0.5922355, 2.507857e-06, 2.878265e-05,"PIR","protein_coding",3.464582e+01,3.478495e+01,4.915280e+01,5.378108e+01
"ENSG00000169020",2.215862e+03,-0.5935271, 6.695585e-05, 5.347056e-04,"ATP5ME","protein_coding",4.447660e+01,4.497671e+01,5.621197e+01,7.655615e+01
"ENSG00000072506",1.984568e+03,-0.5937387, 9.061648e-05, 6.917836e-04,"HSD17B10","protein_coding",3.691446e+01,4.320423e+01,5.124440e+01,6.767883e+01
"ENSG00000221944",1.040512e+03,-0.5959783, 2.994483e-05, 2.632982e-04,"TIGD1","protein_coding",2.193021e+01,2.001427e+01,3.202775e+01,3.031650e+01
"ENSG00000133706",1.099859e+04,-0.5959965, 1.218494e-07, 1.833748e-06,"LARS1","protein_coding",2.194982e+02,2.238989e+02,3.532988e+02,3.056429e+02
"ENSG00000117543",4.037799e+03,-0.5962729, 7.490094e-08, 1.166698e-06,"DPH5","protein_coding",8.360369e+01,7.914622e+01,1.229081e+02,1.190682e+02
"ENSG00000135047",3.999381e+03,-0.5963907, 4.781022e-07, 6.424537e-06,"CTSL","protein_coding",8.001867e+01,8.121411e+01,1.105938e+02,1.291737e+02
"ENSG00000164587",1.239111e+04,-0.5964206, 3.430822e-05, 2.970667e-04,"RPS14","protein_coding",2.474221e+02,2.520862e+02,3.061069e+02,4.371221e+02
"ENSG00000226950",4.268388e+03,-0.5976568, 5.994782e-08, 9.489573e-07,"DANCR","lncRNA",8.234333e+01,8.963340e+01,1.273005e+02,1.286350e+02
"ENSG00000249353",2.438244e+03,-0.5988520, 3.116084e-07, 4.338335e-06,"NPM1P27","processed_pseudogene",5.002217e+01,4.815241e+01,7.404293e+01,7.218213e+01
"ENSG00000204856",2.155564e+03,-0.5992587, 1.968360e-06, 2.312286e-05,"FAM216A","protein_coding",4.223597e+01,4.453359e+01,6.850017e+01,6.078382e+01
"ENSG00000183648",2.213807e+03,-0.6001602, 6.910796e-06, 7.141970e-05,"NDUFB1","protein_coding",4.554090e+01,4.357350e+01,5.976771e+01,7.308710e+01
"ENSG00000085760",3.222827e+03,-0.6009207, 1.049528e-06, 1.313644e-05,"MTIF2","protein_coding",6.332594e+01,6.632034e+01,1.039006e+02,8.946275e+01
"ENSG00000118197",1.233587e+03,-0.6022900, 1.101238e-05, 1.082814e-04,"DDX59","protein_coding",2.428288e+01,2.530709e+01,3.882548e+01,3.522919e+01
"ENSG00000242125",3.481956e+03,-0.6024606, 1.373856e-07, 2.039049e-06,"SNHG3","lncRNA",6.985179e+01,7.016072e+01,9.914223e+01,1.099323e+02
"ENSG00000188021",2.690707e+03,-0.6038859, 1.123616e-07, 1.699719e-06,"UBQLN2","protein_coding",5.349516e+01,5.462689e+01,8.016089e+01,8.144730e+01
"ENSG00000062716",7.307253e+03,-0.6053196, 1.963844e-08, 3.375172e-07,"VMP1","protein_coding",1.514109e+02,1.420201e+02,2.112524e+02,2.278370e+02
"ENSG00000111652",2.350762e+03,-0.6054064, 2.579499e-06, 2.948397e-05,"COPS7A","protein_coding",4.943401e+01,4.497671e+01,6.541505e+01,7.584511e+01
"ENSG00000215883",8.804468e+02,-0.6067071, 3.570782e-05, 3.072613e-04,"CYB5RL","protein_coding",1.764500e+01,1.770020e+01,2.525617e+01,2.766623e+01
"ENSG00000184164",1.080806e+03,-0.6067670, 8.671052e-05, 6.664425e-04,"CRELD2","protein_coding",2.111798e+01,2.227911e+01,2.865503e+01,3.632808e+01
"ENSG00000106537",3.321726e+03,-0.6067712, 8.194114e-08, 1.267670e-06,"TSPAN13","protein_coding",6.649084e+01,6.681270e+01,1.029594e+02,9.668096e+01
"ENSG00000197043",6.401192e+03,-0.6081868, 3.611649e-08, 5.937737e-07,"ANXA6","protein_coding",1.254756e+02,1.313113e+02,1.812902e+02,2.037044e+02
"ENSG00000131469",1.659051e+04,-0.6092902, 1.424053e-06, 1.729497e-05,"RPL27","protein_coding",3.388120e+02,3.263089e+02,4.359435e+02,5.624820e+02
"ENSG00000119705",2.664433e+03,-0.6093606, 3.390174e-07, 4.669079e-06,"SLIRP","protein_coding",5.100245e+01,5.583316e+01,7.686661e+01,8.342962e+01
"ENSG00000100865",1.476161e+03,-0.6096791, 4.085996e-06, 4.449776e-05,"CINP","protein_coding",2.806395e+01,3.111689e+01,4.264266e+01,4.617502e+01
"ENSG00000147687",2.897748e+03,-0.6097758, 3.324801e-07, 4.594516e-06,"TATDN1","protein_coding",6.091726e+01,5.521772e+01,8.941626e+01,8.487326e+01
"ENSG00000106541",1.840363e+03,-0.6100724, 4.347548e-05, 3.646948e-04,"AGR2","protein_coding",3.447777e+01,3.926539e+01,6.214691e+01,4.854518e+01
"ENSG00000111331",2.507641e+03,-0.6106046, 2.670849e-07, 3.750871e-06,"OAS3","protein_coding",4.946202e+01,5.100807e+01,7.830459e+01,7.256998e+01
"ENSG00000163840",3.004442e+03,-0.6109026, 5.702996e-07, 7.539604e-06,"DTX3L","protein_coding",5.976894e+01,6.058440e+01,9.665845e+01,8.409757e+01
"ENSG00000171492",4.453794e+03,-0.6128277, 2.975071e-08, 4.983305e-07,"LRRC8D","protein_coding",9.026958e+01,8.800862e+01,1.385952e+02,1.295184e+02
"ENSG00000104823",6.010361e+03,-0.6130811, 6.776150e-06, 7.017004e-05,"ECH1","protein_coding",1.209663e+02,1.196425e+02,1.547267e+02,2.073674e+02
"ENSG00000147676",6.916142e+03,-0.6142771, 4.621336e-08, 7.424631e-07,"MAL2","protein_coding",1.427845e+02,1.338716e+02,2.191221e+02,1.973481e+02
"ENSG00000143633",1.823545e+03,-0.6146263, 6.982818e-07, 9.081717e-06,"C1orf131","protein_coding",3.517797e+01,3.776370e+01,5.576751e+01,5.408273e+01
"ENSG00000173334",9.556172e+02,-0.6156442, 1.509590e-05, 1.438683e-04,"TRIB1","protein_coding",1.957755e+01,1.863567e+01,2.855045e+01,2.902368e+01
"ENSG00000114850",5.870202e+03,-0.6165696, 3.115350e-07, 4.338335e-06,"SSR3","protein_coding",1.088388e+02,1.258216e+02,1.873035e+02,1.664283e+02
"ENSG00000113552",1.535000e+03,-0.6169600, 1.681398e-05, 1.581782e-04,"GNPDA1","protein_coding",2.882017e+01,3.254473e+01,4.172759e+01,5.082915e+01
"ENSG00000163682",2.003973e+04,-0.6174158, 2.640421e-06, 3.013498e-05,"RPL9","protein_coding",4.014377e+02,3.992760e+02,5.170979e+02,6.916988e+02
"ENSG00000164237",3.765240e+03,-0.6174936, 8.376311e-07, 1.070033e-05,"CMBL","protein_coding",7.424904e+01,7.616746e+01,1.237709e+02,1.031450e+02
"ENSG00000119446",2.532481e+03,-0.6176730, 8.168204e-08, 1.265063e-06,"RBM18","protein_coding",5.103046e+01,5.014645e+01,7.555935e+01,7.711637e+01
"ENSG00000162078",1.907424e+03,-0.6177011, 4.044491e-06, 4.409271e-05,"ZG16B","protein_coding",3.627028e+01,3.995468e+01,5.263009e+01,6.239984e+01
"ENSG00000255240",1.330474e+03,-0.6187328, 5.354016e-06, 5.700173e-05,"","lncRNA",2.481503e+01,2.831047e+01,4.070793e+01,3.953857e+01
"ENSG00000198804",8.242033e+05,-0.6195981, 5.565648e-10, 1.221821e-08,"MT-CO1","protein_coding",1.707403e+04,1.582164e+04,2.463149e+04,2.508512e+04
"ENSG00000107949",7.006652e+03,-0.6196540, 4.817126e-09, 9.088548e-08,"BCCIP","protein_coding",1.410480e+02,1.386228e+02,2.176318e+02,2.049542e+02
"ENSG00000256525",1.342869e+03,-0.6209175, 3.484663e-06, 3.856511e-05,"POLG2","protein_coding",2.797993e+01,2.560251e+01,3.947911e+01,4.154243e+01
"ENSG00000150433",1.261945e+03,-0.6219118, 2.365829e-05, 2.147623e-04,"TMEM218","protein_coding",2.372272e+01,2.658722e+01,4.138770e+01,3.477671e+01
"ENSG00000173598",9.182965e+02,-0.6220560, 5.846808e-05, 4.734537e-04,"NUDT4","protein_coding",1.786906e+01,1.873414e+01,3.017145e+01,2.525297e+01
"ENSG00000120519",2.024183e+03,-0.6229056, 2.498511e-06, 2.871271e-05,"SLC10A7","protein_coding",3.769868e+01,4.298267e+01,6.486600e+01,5.733632e+01
"ENSG00000165810",7.514915e+02,-0.6235320, 7.367400e-05, 5.793082e-04,"BTNL9","protein_coding",1.574046e+01,1.420447e+01,2.358288e+01,2.178392e+01
"ENSG00000167272",1.367824e+03,-0.6235457, 2.245376e-06, 2.604789e-05,"POP5","protein_coding",2.613140e+01,2.838432e+01,4.028961e+01,4.231812e+01
"ENSG00000178921",7.957881e+02,-0.6235857, 3.361287e-05, 2.914775e-04,"PFAS","protein_coding",1.526433e+01,1.644469e+01,2.431495e+01,2.374469e+01
"ENSG00000166415",1.045209e+03,-0.6238755, 4.274018e-05, 3.588350e-04,"WDR72","protein_coding",2.055783e+01,2.107283e+01,3.466841e+01,2.844192e+01
"ENSG00000080546",3.171508e+03,-0.6245494, 1.144985e-06, 1.419576e-05,"SESN1","protein_coding",6.444626e+01,6.186452e+01,1.045543e+02,8.694176e+01
"ENSG00000143575",4.820169e+03,-0.6247526, 7.285223e-07, 9.430214e-06,"HAX1","protein_coding",9.312639e+01,9.891431e+01,1.300196e+02,1.612570e+02
"ENSG00000133935",1.748180e+03,-0.6258817, 2.081816e-05, 1.912572e-04,"ERG28","protein_coding",3.543004e+01,3.419412e+01,4.580622e+01,5.985730e+01
"ENSG00000183624",1.156813e+03,-0.6270346, 1.777508e-05, 1.663595e-04,"HMCES","protein_coding",2.352667e+01,2.252528e+01,3.176630e+01,3.815957e+01
"ENSG00000164978",1.045757e+03,-0.6278173, 1.143360e-04, 8.426664e-04,"NUDT2","protein_coding",2.170615e+01,1.991580e+01,2.726934e+01,3.596179e+01
"ENSG00000123213",4.028494e+03,-0.6278576, 5.240088e-08, 8.353100e-07,"NLN","protein_coding",7.875832e+01,8.148491e+01,1.283986e+02,1.151036e+02
"ENSG00000161981",8.249709e+02,-0.6291489, 1.285316e-04, 9.334971e-04,"SNRNP25","protein_coding",1.649667e+01,1.632160e+01,2.190960e+01,2.798943e+01
"ENSG00000122786",1.709709e+04,-0.6293420, 2.148059e-08, 3.670183e-07,"CALD1","protein_coding",3.421730e+02,3.374854e+02,5.560279e+02,4.776518e+02
"ENSG00000113924",1.263820e+03,-0.6303427, 3.491230e-06, 3.861689e-05,"HGD","protein_coding",2.414284e+01,2.607025e+01,3.963598e+01,3.682366e+01
"ENSG00000181924",3.197384e+03,-0.6303902, 6.883944e-08, 1.078854e-06,"COA4","protein_coding",6.441825e+01,6.265229e+01,9.132485e+01,1.021323e+02
"ENSG00000170310",9.542916e+02,-0.6314737, 7.956411e-06, 8.083682e-05,"STX8","protein_coding",1.887735e+01,1.902956e+01,2.844587e+01,2.930379e+01
"ENSG00000189057",9.385192e+03,-0.6315844, 3.089968e-06, 3.468497e-05,"FAM111B","protein_coding",1.728090e+02,2.000196e+02,3.190487e+02,2.486297e+02
"ENSG00000026950",8.201428e+02,-0.6322278, 1.087794e-04, 8.081209e-04,"BTN3A1","protein_coding",1.736492e+01,1.518918e+01,2.695560e+01,2.266734e+01
"ENSG00000185608",2.286214e+03,-0.6325901, 1.876220e-07, 2.727253e-06,"MRPL40","protein_coding",4.386043e+01,4.689690e+01,7.174217e+01,6.664458e+01
"ENSG00000132600",9.802007e+02,-0.6335061, 1.949920e-05, 1.804514e-04,"PRMT7","protein_coding",1.926946e+01,1.964500e+01,2.729549e+01,3.206180e+01
"ENSG00000196655",1.008989e+03,-0.6342745, 5.527435e-05, 4.503868e-04,"TRAPPC4","protein_coding",1.907340e+01,2.097436e+01,2.706018e+01,3.406566e+01
"ENSG00000164742",7.696983e+02,-0.6344968, 3.024329e-05, 2.656940e-04,"ADCY1","protein_coding",1.537636e+01,1.516456e+01,2.235406e+01,2.426182e+01
"ENSG00000197594",9.289748e+02,-0.6347494, 6.592491e-05, 5.270900e-04,"ENPP1","protein_coding",1.691679e+01,1.991580e+01,3.045905e+01,2.581319e+01
"ENSG00000185813",1.086208e+03,-0.6382325, 8.342417e-06, 8.429798e-05,"PCYT2","protein_coding",2.117400e+01,2.186060e+01,3.058977e+01,3.527228e+01
"ENSG00000148450",8.457454e+02,-0.6386691, 3.438287e-05, 2.975872e-04,"MSRB2","protein_coding",1.646867e+01,1.703552e+01,2.355674e+01,2.773087e+01
"ENSG00000182551",5.042789e+03,-0.6390577, 1.422008e-09, 2.937668e-08,"ADI1","protein_coding",9.895204e+01,1.007114e+02,1.522952e+02,1.535002e+02
"ENSG00000159166",3.217260e+03,-0.6391213, 3.226748e-06, 3.604230e-05,"LAD1","protein_coding",6.528650e+01,6.211070e+01,8.491930e+01,1.102555e+02
"ENSG00000166840",8.675205e+03,-0.6400663, 2.324219e-09, 4.655376e-08,"GLYATL1","protein_coding",1.716046e+02,1.717091e+02,2.751249e+02,2.509784e+02
"ENSG00000136003",3.808031e+03,-0.6420228, 1.489423e-08, 2.599119e-07,"ISCU","protein_coding",7.256856e+01,7.801380e+01,1.191955e+02,1.118931e+02
"ENSG00000099204",5.819452e+03,-0.6422146, 3.748016e-08, 6.121375e-07,"ABLIM1","protein_coding",1.097071e+02,1.204056e+02,1.876173e+02,1.655018e+02
"ENSG00000178412",9.866338e+02,-0.6422591, 6.633276e-06, 6.893484e-05,"CTDP1-DT","lncRNA",1.918544e+01,1.981733e+01,3.100809e+01,2.887285e+01
"ENSG00000092068",5.296669e+03,-0.6423601, 1.015693e-06, 1.273633e-05,"SLC7A8","protein_coding",1.093710e+02,1.000467e+02,1.416019e+02,1.800028e+02
"ENSG00000151725",2.559078e+03,-0.6431608, 8.535181e-06, 8.607570e-05,"CENPU","protein_coding",5.055432e+01,5.056495e+01,8.829202e+01,6.698933e+01
"ENSG00000155158",6.505959e+02,-0.6437235, 1.225794e-04, 8.963151e-04,"TTC39B","protein_coding",1.363986e+01,1.206272e+01,2.091608e+01,1.857343e+01
"ENSG00000108179",3.841178e+03,-0.6442924, 1.869459e-07, 2.723233e-06,"PPIF","protein_coding",7.273661e+01,7.904774e+01,1.064890e+02,1.268466e+02
"ENSG00000173113",2.419755e+03,-0.6458602, 2.446030e-08, 4.141241e-07,"TRMT112","protein_coding",4.710935e+01,4.842321e+01,7.310171e+01,7.390589e+01
"ENSG00000164066",1.099756e+03,-0.6470095, 1.122336e-05, 1.100384e-04,"INTU","protein_coding",2.078189e+01,2.259914e+01,3.597566e+01,3.085517e+01
"ENSG00000153214",3.173817e+03,-0.6476013, 5.050946e-08, 8.057874e-07,"TMEM87B","protein_coding",6.212160e+01,6.307079e+01,1.020705e+02,9.079866e+01
"ENSG00000146859",6.915632e+02,-0.6476350, 3.591879e-05, 3.086601e-04,"TMEM140","protein_coding",1.321975e+01,1.405676e+01,2.143899e+01,2.059884e+01
"ENSG00000277161",1.516919e+03,-0.6476436, 1.965364e-05, 1.815520e-04,"PIGW","protein_coding",2.750379e+01,3.232317e+01,5.113982e+01,4.104685e+01
